0.5	0.5034360885620117	2.1766328506469725	2.1835943566765756	49	1.0	
0.5	0.5034360885620117	2.1775262559890747	2.1808682247331945	50	1.0	
0.5	0.5034360885620117	2.176622368621826	2.1836080429660285	51	1.0	
0.5	0.5034360885620117	2.1788701766967775	2.176225579468308	52	1.0	
1	1.0068721771240234	0.03559272665977478	0.0355957864315077	53	1.0	
1	1.0068721771240234	0.03650165600180626	0.03669108030427793	54	1.0	
1	1.0068721771240234	0.035614374345541	0.03584956327915951	55	1.0	
1	1.0068721771240234	0.03580155107975006	0.035444664762942654	56	1.0	
2	2.013744354248047	0.0005467150240205228	0.0005510841145189064	57	1.0	
2	2.013744354248047	0.0005413953420706093	0.0005444602521394445	58	1.0	
2	2.013744354248047	0.0005448653312865644	0.000550576415621812	59	1.0	
2	2.013744354248047	0.0005462093950249255	0.0005476148248498868	60	1.0	
4	4.027488708496094	0.0005352071036119014	0.0005448297875529974	61	1.0	
4	4.027488708496094	0.0005338937325403095	0.00053813045968266	62	1.0	
4	4.027488708496094	0.0005353319532237947	0.000539112014727145	63	1.0	
4	4.027488708496094	0.0005350994540844113	0.000539196473672381	64	1.0	
8	8.054977416992188	0.0005327266548294574	0.0005426652181543599	65	1.0	
8	8.054977416992188	0.0005338896543253213	0.0005379303430420626	66	1.0	
8	8.054977416992188	0.0005328270920552313	0.0005370722318017725	67	1.0	
8	8.054977416992188	0.0005328105709515512	0.0005364635105431674	68	1.0	
16	16.109954833984375	0.0005324092831462622	0.0005417947676314551	69	1.0	
16	16.109954833984375	0.0005335840865038335	0.000536472148448822	70	1.0	
16	16.109954833984375	0.0005327472306322306	0.000535963957381856	71	1.0	
16	16.109954833984375	0.0005364731494802981	0.0005392582362642286	72	1.0	
0.1	4.220320340543509	4.194455541622866	136	0.5	
1e-08	0.0005419262463692575	0.0005494436691440998	137	1.0	
1e-08	0.0005483939029276371	0.0005511361912818282	138	1.0	
1e-08	0.0005501370460726321	0.0005562956545762955	139	1.0	
1e-08	0.0005484093978069723	0.0005504923424413606	140	1.0	
1e-07	0.000542990196030587	0.0005513197897375816	141	1.0	
1e-07	0.0005467822755686938	0.000548995730235793	142	1.0	
1e-07	0.0005467715681996197	0.0005518716296913684	143	1.0	
1e-07	0.0005499535310547798	0.0005517120407834933	144	1.0	
1e-06	0.0005434446968603879	0.0005520344554271644	145	1.0	
1e-06	0.0005467568310443312	0.0005480884235117964	146	1.0	
1e-06	0.0005492423124611378	0.0005539606796550879	147	1.0	
1e-06	0.0005476933719590307	0.0005496671782201452	148	1.0	
1e-05	0.0005496945753227919	0.0005569989024809781	149	1.0	
1e-05	0.0005512225237675011	0.0005524187944948104	150	1.0	
1e-05	0.000555050844559446	0.0005630228907955443	151	1.0	
1e-05	0.0005515251452103257	0.000553912831660194	152	1.0	
0.0001	0.0005786840916145592	0.0005836685606690753	153	1.0	
0.0001	0.0005750509397592395	0.0005727224074197328	154	1.0	
0.0001	0.0005804159631952644	0.0005893719430410772	155	1.0	
0.0001	0.000577626867312938	0.0005812938032215046	156	1.0	
0.001	0.0007557070580311119	0.0007535987099852105	157	1.0	
0.001	0.0007332000588998198	0.0007173643587602029	158	1.0	
0.001	0.000756108221039176	0.0007813639206971949	159	1.0	
0.001	0.0007501331253908575	0.0007445001952456915	160	1.0	
0.01	0.0034582590067759158	0.003401532823332603	161	1.0	
0.01	0.0034349230313673617	0.0031165065656113588	162	1.0	
0.01	0.0035513509649783372	0.003425443846773902	163	1.0	
0.01	0.0034138469357043503	0.003402974354963346	164	1.0	
0.1	0.03463129521906376	0.03261936416813902	165	1.0	
0.1	0.03428091927915811	0.026455554102731357	166	1.0	
0.1	5.706291158294678	4.203586786415927	167	1.0	
0.1	0.03193308392614126	0.030032797888585715	168	1.0	
